corpusId,title,year,citations,venue,tier,artifact_name,artifact_kind,source_space,task_shape,modality,n_steps,headline_result,availability,step_dependency,decomposition_known_upfront,answer_multiplicity,coverage_determinability,step_dependency__depth,decomposition_known_upfront__depth,answer_multiplicity__depth,coverage_determinability__depth,search_tools,search_tools_kind,search_tools_named,search_access,search_tools_depth,task_summary,task_phrase,task_summary_depth,link
289706688,When RAG Meets Query Planning: Logical Query Trees for Resolving Exploratory Reasoning Problems,2026,0,arXiv.org,relevant,WikiWeb-ERP,dataset,mixed,exploratory-reasoning-query-tree,text-web,,PlanRAG outperforms state-of-the-art iteration-based and graph-based RAG systems on WikiWeb-ERP (no specific numeric score given in the abstract),https://anonymous.4open.science/r/PlanRAG-main-B2C8/,fixed-chain,enumerable-at-start,multiple-defensible,hard,abstract,abstract,abstract,abstract,['local-retriever'],listed,dense+sparse (BGE-based) retrieval over a fixed document collection combining a Wikipedia dump and web pages pre-crawled for each query (WikiWeb-ERP),fixed-corpus,fulltext,"Given an ambiguous, multi-part query, decompose it into sub-queries, plan their retrieval order, then retrieve and aggregate evidence into an answer.","long-horizon reasoning and global planning under uncertainty, in which sub-tasks are coupled by complex, implicit dependencies",fulltext,https://api.semanticscholar.org/CorpusId:289706688
280536738,Structure-Guided Memory Consolidation for Mitigating Compounding Errors in Literature Review Generation,2025,1,,relevant,newly constructed large-scale literature-review dataset (SGMC study),dataset,scientific-literature,synthesised-report,text-web,,,,fixed-chain,partially-emergent,open-ended,hard,abstract,abstract,abstract,abstract,"['web-search-api', 'file-reader']",partially-listed,,open-web,fulltext,"Given a research topic, search for and read papers, then write a structured, citation-accurate literature review draft.",designing LLM-based autonomous agents to automate the entire pipeline of literature review and generate long-form manuscripts,fulltext,https://api.semanticscholar.org/CorpusId:280536738
278603068,Scent of Knowledge: Optimizing Search-Enhanced Reasoning with Information Foraging,2025,24,Neural Information Processing Systems,relevant,,dataset,open-web,single-fact-answer,text-web,,"InForage is reported to demonstrate 'superior performance over baseline methods' across general QA, multi-hop reasoning, and the new real-time web QA dataset; no specific numeric score or model name is given.",,adaptive,fully-emergent,not-determinable,not-determinable,abstract,abstract,abstract,abstract,"['web-search-api', 'local-retriever']",listed,Google Search API (SERP) used by annotators for dataset construction and cached at inference for the self-constructed dataset (retrieved via BGE-M3 over scraped pages); E5 encoder over a Wikipedia dump (FlashRAG) as the retrieval backend for open-domain/multi-hop QA tasks,mixed,fulltext,"Given a multi-condition question, iteratively retrieve and combine at least three linked pieces of evidence to reach a single correct answer.",Each example involves at least three information hops or intersecting conditions to ensure true complexity,fulltext,https://api.semanticscholar.org/CorpusId:278603068
280709087,LLM-Based Agents for Competitive Landscape Mapping in Drug Asset Due Diligence,2025,6,arXiv.org,relevant,,dataset,mixed,set-of-entities,multimodal-mixed,,"The paper's own competitor-discovery agent achieves 83% recall, exceeding OpenAI Deep Research (65%) and Perplexity Labs (60%); no human/analyst recall baseline is given, though analyst turnaround time is reported to drop about 20x (2.5 days to about 3 hours) in deployment.",,adaptive,fully-emergent,set-valued,hard,abstract,abstract,abstract,abstract,"['web-browser', 'web-search-api', 'domain-api']",partially-listed,"own Bioptic competitor-discovery agent (ReAct scaffold): two retrieval tools chosen per step, Gemini-2.5 Pro with browsing and Perplexity Sonar, with step-parallel multi-query fan-out; baseline foundation models use native web-search tool use (gpt-4o, gemini-2.5-pro/flash); commercial Deep Research products (OpenAI Deep Research, Perplexity Labs) evaluated via their web UIs as black boxes; relevant evidence sources include press releases, scientific literature, patents, and clinical-trial registries (e.g. ClinicalTrials.gov)",mixed,fulltext,"Given a disease indication, find every competing drug in its landscape and extract normalized attributes for each one.","A competitor-discovery AI agent, given an indication, retrieves all drugs comprising the competitive landscape of that indication and extracts canonical attributes for these drugs.",fulltext,https://api.semanticscholar.org/CorpusId:280709087
282578088,Retrieval Augmented Generation (RAG) for Fintech: Agentic Design and Evaluation,2025,2,2025 3rd International Conference on Foundation and Large Language Models (FLLM),relevant,,dataset,enterprise-documents,single-fact-answer,text-web,,"The agentic RAG system outperforms a standard RAG baseline in retrieval precision and relevance, albeit with increased latency (no specific percentage figures given in the abstract).",,adaptive,partially-emergent,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,['local-retriever'],listed,vector-store embedding retriever (cosine similarity) over an enterprise fintech knowledge base; cross-encoder re-ranker,fixed-corpus,fulltext,"Given a jargon-heavy fintech question, resolve acronyms, decompose it into sub-queries, retrieve and re-rank internal documents, and answer.","intelligent query reformulation, iterative sub-query decomposition guided by keyphrase extraction, contextual acronym resolution, and cross-encoder-based context re-ranking",fulltext,https://api.semanticscholar.org/CorpusId:282578088
284935623,DS@GT at TREC TOT 2025: Bridging Vague Recollection with Fusion Retrieval and Learned Reranking,2026,1,arXiv.org,relevant,,dataset,curated-corpus,single-fact-answer,text-web,,Best system achieves recall of 0.66 and NDCG@1000 of 0.41 on the test set by combining hybrid retrieval with Gemini-2.5-flash reranking.,,not-determinable,not-determinable,single-verifiable,hard,abstract,abstract,abstract,abstract,['local-retriever'],listed,"hybrid first-stage retrieval combining LLM-based retrieval, sparse BM25 (PyTerrier), and dense BGE-M3 retrieval over a topic-partitioned Wikipedia corpus, followed by LambdaMART or LLM-based (Gemini/Gemma) reranking",fixed-corpus,fulltext,"Given a vague, indirect description of a half-remembered item, retrieve and rerank the correct Wikipedia page from a fixed corpus.","We develop a two-stage retrieval system that combines multiple complementary retrieval methods with a learned reranker and LLM-based reranking, to address the TREC Tip-of-the-Tongue (ToT) task",fulltext,https://api.semanticscholar.org/CorpusId:284935623
286571718,OpenSeeker: Democratizing Frontier Search Agents by Fully Open-Sourcing Training Data,2026,26,arXiv.org,relevant,,dataset,open-web,single-fact-answer,text-web,,"Trained via simple SFT on only 11.7k synthesized samples, OpenSeeker outperforms the second-best fully open-source agent DeepDive (29.5% vs. 15.3% on BrowseComp) and surpasses Tongyi DeepResearch on BrowseComp-ZH (48.4% vs. 46.7%).",the complete training dataset and model weights are fully open-sourced (no specific URL given in the abstract),fixed-chain,partially-emergent,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,[],not-listed,,not-stated,fulltext,"Given a complex, deliberately hard question, invoke search tools over many turns to gather evidence and produce the correct answer.",where a t a_{t} are search actions and o t o_{t} are observations.,fulltext,https://api.semanticscholar.org/CorpusId:286571718
289390608,Automating Generation of Long-Form Queries,2026,0,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,relevant,,dataset,open-web,synthesised-report,text-web,,,https://github.com/castorini/narrative-generation,not-determinable,not-determinable,open-ended,not-determinable,abstract,abstract,abstract,abstract,[],not-listed,,not-stated,abstract,"Given clusters of short search queries, generate one natural long-form narrative query for testing long-form question answering systems.",a methodology for automatically generating such human-style long-form queries (narratives) by clustering raw short queries to form synthetic search sessions,abstract,https://api.semanticscholar.org/CorpusId:289390608
288111121,Towards Autonomous Business Intelligence via Data-to-Insight Discovery Agent,2026,0,arXiv.org,relevant,AIDA instant-retail business-intelligence environment (unnamed benchmark),environment,structured-database,synthesised-report,text-web,,AIDA significantly outperforms workflow-based agents; no specific numeric figure or human baseline is given in the abstract.,,adaptive,fully-emergent,open-ended,hard,abstract,abstract,abstract,abstract,"['structured-query', 'code-execution']",listed,"a data-retrieval tool that compiles a proprietary Domain-Specific Language (DSL) into SQL for database access, and a Python execution tool running in a secure, isolated sandbox",structured-database,fulltext,"Given a business question, query a company's database and run data analysis to discover and report actionable insights.",the first end-to-end framework designed for autonomous exploration in complex business environments,fulltext,https://api.semanticscholar.org/CorpusId:288111121
290690457,Baikal: Structured Search for Deep Research over Data Lakes,2026,1,arXiv.org,relevant,Baikal,environment,mixed,synthesised-report,text-web,,Baikal's best configuration improves report scores over the strongest baselines (DeepSearcher and an OpenCode research agent) by 28% on HybridQA and 36% on TAT-QA; no absolute score or human-level benchmark is given.,,adaptive,partially-emergent,open-ended,estimable,abstract,abstract,abstract,abstract,"['structured-query', 'local-retriever', 'code-execution']",listed,"lake_tool CLI: sql (SQLite queries over the lake's tables), passage (load a passage by id), grep-passages (keyword search over passages), commit (submit sub-answer); baseline OpenCode Agent is given schema descriptions, a SQLite database, passage access, and shell search tools",structured-database,fulltext,"Given a research query, search across thousands of tables and passages in a data lake to gather evidence and write a synthesized report.",requires an LLM agent to selectively investigate evidence distributed across thousands of heterogeneous tables and passages to synthesize a report,fulltext,https://api.semanticscholar.org/CorpusId:290690457
284738548,DR-Arena: an Automated Evaluation Framework for Deep Research Agents,2026,5,Annual Meeting of the Association for Computational Linguistics,in,DR-Arena,environment,open-web,mixed-battery,text-web,,,,adaptive,fully-emergent,open-ended,hard,fulltext,abstract,abstract,abstract,"['web-search-api', 'web-browser', 'agent-choice']",listed,"six commercial/API DR agents under test (e.g., OpenAI Deep Research, Perplexity Deep Research, Gemini-2.5-Pro-Grounding, Grok-4-Search, GPT-5.1-Search, o3-Search) each using their own built-in live-web search; the Examiner itself uses Google Trends API and real-time website scraping to build Information Trees",open-web,fulltext,"Given a live-web topic, answer an automatically escalating research question while an AI examiner probes weaknesses and compares you against rival agents.","the Examiner first constructs Information Trees by scraping informative websites in real-time. Based on the trees, the Examiner then devises a challenging question for the candidate DR agents.",fulltext,https://api.semanticscholar.org/CorpusId:284738548
278905384,"DeepResearchGym: A Free, Transparent, and Reproducible Evaluation Sandbox for Deep Research",2025,51,arXiv.org,in,DeepResearchGym,environment,simulated-web,synthesised-report,text-web,,,,not-determinable,not-determinable,open-ended,estimable,fulltext,fulltext,abstract,abstract,['local-retriever'],listed,DeepResearchGym /search and /fetch API: a dense retriever (MiniCPM-Embedding-Light) with DiskANN ANN search over ClueWeb22 and FineWeb corpora,fixed-corpus,fulltext,"Given a complex query, retrieve documents from a fixed web corpus via a search/fetch API and synthesize a cited, long-form report.",generate comprehensive and well-supported reports to complex queries,fulltext,https://api.semanticscholar.org/CorpusId:278905384
290208538,"DeepResearchGym: A Free, Transparent, and Reproducible Sandbox for Deep Research",2026,3,International Conference on the Theory of Information Retrieval,in,DeepResearchGym,environment,,not-recorded,,,,,not-determinable,not-determinable,not-determinable,not-determinable,abstract,abstract,abstract,abstract,[],not-listed,,not-stated,abstract,Source provides no abstract or full text (only a title); the specific task cannot be determined from available data.,,abstract,https://api.semanticscholar.org/CorpusId:290208538
290010167,DeepSearch-World: Self-Distillation for Deep Search Agents in a Verifiable Environment,2026,1,arXiv.org,relevant,DeepSearch-World,environment,simulated-web,single-fact-answer,text-web,,"Without distillation from more capable models, DeepSearch-World-9B reaches 31.2% on BrowseComp, 61.5% on GAIA, and 93.4% on HotpotQA, competitive with open-source agents.","the environment, 420K training pool, validation set, model, and code will be released (no specific URL given in the abstract)",adaptive,not-determinable,single-verifiable,estimable,abstract,abstract,abstract,abstract,"['local-retriever', 'web-browser']",listed,"two deterministic offline tools: web_search_wiki, a Lucene/Pyserini BM25 index over a Wikipedia corpus returning title/caption/URL; and a visit tool mapping a URL to full article text via a SQLite offset index (simulating a browser visit); a GRPO variant swaps in Google SerpAPI for search and Jina for page retrieval on real-tool instances",fixed-corpus,fulltext,"Given a fuzzy multi-hop question, alternate search and page-visit tool calls over Wikipedia, track verified evidence, and produce a supported final answer.","the teacher decomposes a fuzzy multi-hop question, alternates between search and visit tools, updates working memory with verified evidence, uses grounded reflection to recover from failed searches, and produces a final answer supported by verified observations",fulltext,https://api.semanticscholar.org/CorpusId:290010167
290183559,DeepStress: Stress-Testing Deep Search Agents,2026,0,arXiv.org,relevant,DeepStress,environment,simulated-web,single-fact-answer,text-web,,,,not-determinable,not-determinable,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,['local-retriever'],listed,"the evaluated agent's own native search tool calls are intercepted and served synthetic, dynamically generated documents (one per call, top_k=1) with controlled trustworthiness/relevance/factuality, in place of real retrieval; the underlying agents themselves range from GPT tool-calling baselines to trained search agents (Search-R1, AutoRefine, ASearcher, DR-Tulu)",simulated-or-sandboxed-web,fulltext,"Given a question, iteratively call a search tool that may return low-quality or misleading evidence, and still answer correctly or abstain.","Search agents extend this paradigm by making retrieval iterative: they interleave reasoning steps with calls to external search tools, gathering evidence before producing a final answer.",fulltext,https://api.semanticscholar.org/CorpusId:290183559
282209003,Enterprise Deep Research: Steerable Multi-Agent Deep Research for Enterprise Analytics,2025,18,arXiv.org,relevant,Enterprise Deep Research (EDR),environment,mixed,synthesised-report,text-web,,EDR outperforms state-of-the-art agentic systems on DeepResearch Bench and DeepConsult without any human steering; no specific numeric score is given in the abstract.,https://github.com/SalesforceAIResearch/enterprise-deep-research and https://huggingface.co/datasets/Salesforce/EDR-200,adaptive,partially-emergent,open-ended,estimable,abstract,abstract,abstract,abstract,"['web-search-api', 'structured-query', 'file-reader', 'domain-api', 'code-execution']",listed,General web search via the Tavily API; GitHub Search via direct GitHub API integration; LinkedIn Search restricted to linkedin.com; an Academic search agent; an NL2SQL Agent for natural-language database queries; file/database upload-and-analysis endpoints; extensible enterprise connectors via MCP (HTTP/stdio); a Visualization Agent that renders charts in a sandboxed execution environment,mixed,fulltext,"Given an enterprise research prompt, search the web, code repositories, professional profiles, and databases to produce a structured analytical report.","take a user-provided research prompt, perform extensive web-scale or domain-specific searches, and generate a structured report aligned with the prompt's requirements",fulltext,https://api.semanticscholar.org/CorpusId:282209003
285071043,Strong Reasoning Isn't Enough: Evaluating Evidence Elicitation in Interactive Diagnosis,2026,2,Annual Meeting of the Association for Computational Linguistics,in,EviMed,environment,structured-database,audit-of-evidence-use,text-web,,,https://github.com/NanshineLoong/EID-Benchmark,adaptive,fully-emergent,single-verifiable,estimable,abstract,abstract,abstract,abstract,[],not-listed,,not-stated,fulltext,"Given a patient case with hidden symptoms, ask a simulated patient questions to gather clinical evidence, then produce a diagnosis.",Interactive medical consultation requires an agent to proactively elicit missing clinical evidence under uncertainty.,fulltext,https://api.semanticscholar.org/CorpusId:285071043
288255102,FutureSim: Replaying World Events to Evaluate Adaptive Agents,2026,4,arXiv.org,relevant,FutureSim,environment,open-web,forecast,text-web,,"The best evaluated agent achieves only 25% accuracy over a three-month forecasting period (January-March 2026), and many agents have a worse Brier skill score than making no prediction at all.",,adaptive,fully-emergent,single-verifiable,hard,abstract,abstract,abstract,abstract,"['local-retriever', 'file-reader', 'code-execution']",listed,"A hybrid semantic+keyword search_news tool (LanceDB index with Qwen3-8B-Embedding) over a date-gated, frozen CCNews corpus; harness shell/file tools (Bash, Read, Write, Grep) restricted to the agent's own workspace and date-gated article folders; submit_forecasts and next_day MCP actions; live web access (WebSearch, WebFetch, curl) is explicitly blocked",fixed-corpus,fulltext,"Given ongoing forecasting questions, search a growing date-gated news archive daily and update probability predictions before each event resolves.",agents forecast world events beyond their knowledge cutoff while interacting with a chronological replay of the world: real news articles arriving and questions resolving over the simulated period,fulltext,https://api.semanticscholar.org/CorpusId:288255102
283920710,GR-Agent: Adaptive Graph Reasoning Agent under Incomplete Knowledge,2025,3,arXiv.org,relevant,GR-Agent (KG-incompleteness benchmark construction methodology),environment,structured-database,single-fact-answer,not-determinable,,GR-Agent outperforms non-training baselines and performs comparably to training-based methods under both complete and incomplete KG settings; no single specific numeric headline figure or human comparison is given.,,adaptive,fully-emergent,single-verifiable,hard,abstract,abstract,abstract,abstract,['structured-query'],listed,"three custom knowledge-graph reasoning tools: Relation Path Exploration, Reasoning Path Grounding, and Answer Synthesis, operating over an interactive KG environment",structured-database,fulltext,"Given a question over a knowledge graph with missing facts, explore alternative relation paths to infer and answer despite the incompleteness.","This reduces evaluation to shallow retrieval and overlooks the reality of incomplete KGs, where many facts are missing and answers must be inferred from existing facts.",fulltext,https://api.semanticscholar.org/CorpusId:283920710
289621534,GroundEval: A Deterministic Replacement for LLM-as-Judge in Stateful Agent Evaluation,2026,3,arXiv.org,relevant,GroundEval,environment,mixed,verified-claim,text-web,,"In one case study, two frontier LLM judges scored a plausible agent response 0.85 and higher, while GroundEval scored it 0.000 because the agent had never retrieved the artifact its answer depended on.",,adaptive,not-determinable,single-verifiable,knowable,abstract,abstract,abstract,abstract,['agent-choice'],listed,Framework-agnostic by design ('the agent under evaluation uses whatever tools exist in its own environment'); the paper's own case study uses a Tool mode with fetch_artifact and search_artifacts calls over an enterprise artifact repository,mixed,fulltext,"Given a question with access-controlled, time-bounded evidence, answer it while a deterministic scorer checks whether the search and retrieval trace was valid and permitted.","GroundEval turns that question into a deterministic test of what the agent searched, fetched, cited, and was permitted to access.",fulltext,https://api.semanticscholar.org/CorpusId:289621534
283439218,MCP vs RAG vs NLWeb vs HTML: A Comparison of the Effectiveness and Efficiency of Different Agent Interfaces to the Web,2025,4,The Web Conference,relevant,MCP vs RAG vs NLWeb vs HTML e-shop testbed,environment,simulated-web,action-completion,text-web,,"The GPT-5 RAG agent achieves the highest task completion rate (0.79) among the tested interfaces, while RAG, MCP, and NLWeb agents outperform HTML browsing agents by 11 percentage points in task completion with 2-5x fewer tokens on search-oriented tasks.",,mixed,partially-emergent,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,"['web-browser', 'local-retriever', 'domain-api']",listed,HTML/AXTree browsing via BrowserGym; RAG search engine (embedding retrieval over crawled shop pages); MCP tool APIs (WooCommerce-backed product/cart/checkout functions); NLWeb natural-language JSON interface (schema.org),mixed,fulltext,"Given a shopping task, search simulated e-shops, compare product offers, and complete checkout using one of four different website interfaces.","Large language model agents are increasingly used to automate web tasks such as product search, offer comparison, and checkout.",fulltext,https://api.semanticscholar.org/CorpusId:283439218
279465470,MEM1: Learning to Synergize Memory and Reasoning for Efficient Long-Horizon Agents,2025,197,arXiv.org,relevant,MEM1,environment,mixed,single-fact-answer,text-web,a 16-objective multi-hop QA task,"MEM1-7B improves performance by 3.5x while reducing memory usage by 3.7x compared to Qwen2.5-14B-Instruct on a 16-objective multi-hop QA task, and generalizes beyond the training horizon.",,adaptive,fully-emergent,not-determinable,not-determinable,abstract,abstract,abstract,abstract,"['local-retriever', 'web-search-api', 'domain-api']",listed,"Faiss-GPU + E5 Base retrieval over a 2018 Wikipedia dump (local RAG training); Serper API (Google web search, top-10 snippet results) for open-web evaluation; the WebShop environment for the web-navigation agent task",mixed,fulltext,"Given a multi-turn question, repeatedly retrieve from a database or search engine while compressing memory into a fixed-size state, then answer.",the agent must answer queries by retrieving relevant information from an external knowledge store (either a database or an online search engine),fulltext,https://api.semanticscholar.org/CorpusId:279465470
288655596,MemGym: a Long-Horizon Memory Environment for LLM Agents,2026,4,arXiv.org,relevant,MemGym,environment,mixed,mixed-battery,text-web,,,,adaptive,not-determinable,not-determinable,not-determinable,abstract,abstract,abstract,abstract,"['code-execution', 'web-browser', 'domain-api', 'local-retriever']",partially-listed,"five wrapped tracks with regime-specific tools: tau2-bench (tool-agent-user dialogue domain APIs: mock, telecom, airline, retail), SWE-Gym and MemGym-CodeQA (coding sandbox/code execution over repositories), WebArena-Infinity (Playwright Chromium browser with accessibility-tree observations), MemGym-DR (deep-research retrieval baselines including Naive RAG/BM25 over a fictionalized 100K-token corpus)",mixed,fulltext,"Given a long agent trajectory across dialogue, coding, search, or web tasks, compress and manage context so key facts survive without hurting task success.","LLM agents operating over long horizons must continuously decide what to preserve, summarize, or evict as observations, tool outputs, and intermediate conclusions accumulate.",fulltext,https://api.semanticscholar.org/CorpusId:288655596
285726166,MemoryArena: Benchmarking Agent Memory in Interdependent Multi-Session Agentic Tasks,2026,62,arXiv.org,relevant,MemoryArena,environment,simulated-web,action-completion,text-web,,"Agents with near-saturated performance on existing long-context memory benchmarks like LoCoMo perform poorly in the MemoryArena agentic setting, exposing a gap in current evaluations; no specific model/score named.",,fixed-chain,partially-emergent,not-determinable,not-determinable,abstract,abstract,abstract,abstract,"['web-search-api', 'web-browser', 'domain-api', 'code-execution']",listed,"search and get_document tools (deep-research web search agent); travel-planner tools for flights, restaurants, accommodations, and attractions; memory systems (long-context, RAG, external memory); computational/reasoning tools for formal-reasoning tasks",mixed,fulltext,"Given a chain of related tasks across sessions, store what was learned from earlier actions in memory and use it to solve later, dependent tasks.","agents must learn from earlier actions and feedback by distilling experiences into memory, and subsequently use that memory to guide later actions to solve the overall task",fulltext,https://api.semanticscholar.org/CorpusId:285726166
286762539,OpenResearcher: A Fully Open Pipeline for Long-Horizon Deep Research Trajectory Synthesis,2026,27,arXiv.org,relevant,OpenResearcher,environment,curated-corpus,single-fact-answer,text-web,,"Supervised fine-tuning a 30B-A3B backbone on OpenResearcher's synthesized trajectories achieves 54.8% accuracy on BrowseComp-Plus, a +34.0 point improvement over the base model.",https://github.com/TIGER-AI-Lab/OpenResearcher,adaptive,fully-emergent,single-verifiable,knowable,abstract,abstract,abstract,abstract,"['local-retriever', 'web-browser']",listed,"three explicit browser primitives — search, open, find — over an offline 15M-document corpus (bootstrapped in part via the Serper API)",fixed-corpus,fulltext,"Given a complex research question, search, open, and inspect documents across many steps to gather enough evidence for a final answer.","these systems must sustain exploration across many tool calls, reconcile heterogeneous sources, and decide when enough evidence has been gathered to produce an answer",fulltext,https://api.semanticscholar.org/CorpusId:286762539
281659031,QueryGym: Step-by-Step Interaction with Relational Databases,2025,0,AAAI Conference on Artificial Intelligence,relevant,QueryGym,environment,structured-database,structured-record,text-web,,Demo contrasts QueryGym-based agents with contemporary LLMs that query databases directly; no numeric accuracy figures or named models/scores are given in the abstract.,,fixed-chain,not-determinable,single-verifiable,knowable,abstract,abstract,abstract,abstract,['structured-query'],listed,"12 exploration operations (preview_table, get_sample_values, etc.) and 8 relational algebra operations (perform_filter, perform_join, perform_union, etc.), translated to SQLite or PostgreSQL",structured-database,fulltext,"Given a natural-language question over a database, explore the schema step by step and issue relational-algebra operations to build a correct query.","QueryGym instead requires agents to construct explicit sequences of relational algebra operations, ensuring engine-agnostic evaluation and transparent step-by-step planning.",fulltext,https://api.semanticscholar.org/CorpusId:281659031
285139873,ScholarGym: Benchmarking Large Language Model Capabilities in the Information-Gathering Stage of Deep Research,2026,0,,in,ScholarGym,environment,scientific-literature,structured-record,text-web,,Iterative query decomposition yields 2.9-3.3x F1 gains over single-query retrieval (no single named model headline figure given).,,fixed-chain,partially-emergent,set-valued,knowable,abstract,abstract,abstract,abstract,['local-retriever'],listed,BM25 sparse retrieval and Qwen3-Embedding-0.6B dense retrieval (approximate nearest neighbor search in a Qdrant vector database) over a static 570K-paper corpus,fixed-corpus,fulltext,"Given an academic research question, iteratively plan sub-queries, retrieve candidate papers from a fixed corpus, and judge which ones are relevant.","Given a research query q q , the workflow decomposes it into subqueries —specialized search terms targeting specific aspects of q q —and iteratively expands this set based on retrieval outcomes.",fulltext,https://api.semanticscholar.org/CorpusId:285139873
284917654,SearchGym: Bootstrapping Real-World Search Agents via Cost-Effective and High-Fidelity Environment Simulation,2026,3,Annual Meeting of the Association for Computational Linguistics,in,SearchGym,environment,simulated-web,single-fact-answer,text-web,,Qwen2.5-7B-Base trained within SearchGym surpasses the web-enhanced ASearcher baseline across nine diverse benchmarks by an average relative margin of 10.6%.,,adaptive,enumerable-at-start,single-verifiable,knowable,abstract,fulltext,abstract,fulltext,"['local-retriever', 'web-search-api']",listed,Meilisearch-backed simulated search engine with Search/Access actions over a verified knowledge-graph-derived corpus (training); Google Search API for live-web evaluation on GAIA and xbench-DeepSearch,mixed,fulltext,"Given a synthetic multi-hop question, issue search queries and access documents to gather evidence and produce the final answer.",the LLM agent interacts with a search engine to retrieve evidence and solve the tasks,fulltext,https://api.semanticscholar.org/CorpusId:284917654
291616434,Consistent Conversational State for Virtual Agents: Slot-Based Memory for Accurate Fact Retrieval,2026,0,Proceedings of the 26th ACM International Conference on Intelligent Virtual Agents,relevant,Slot-based memory-write-policy evaluation (virtual patient dialogue),environment,simulated-web,single-fact-answer,text-web,,"SMART-SLOT achieved the highest recall accuracy and cross-session consistency and the greatest resistance to stale-fact prompts among three compared memory-write policies (NAIVE-SLOT, RECENT-SLOT, SMART-SLOT), with insignificant additional latency.",,fixed-chain,enumerable-at-start,single-verifiable,knowable,abstract,abstract,abstract,abstract,['local-retriever'],partially-listed,"a slot-based memory database queried under three alternative write/retrieval policies (NAIVE-SLOT append-only, RECENT-SLOT append-only with recency ranking, SMART-SLOT canonical slot-overwrite) within a controlled virtual patient dialogue environment",structured-database,abstract,"Given a multi-session dialogue with updated facts, retrieve the correct current fact from memory despite outdated or conflicting prior versions.",Long-term conversational agents rely on memory databases to ensure consistent user state across multiple interactions,abstract,https://api.semanticscholar.org/CorpusId:291616434
282401242,SynthWorlds: Controlled Parallel Worlds for Disentangling Reasoning and Knowledge in Language Models,2025,6,arXiv.org,in,SynthWorlds,environment,mixed,single-fact-answer,text-web,,,,adaptive,fully-emergent,single-verifiable,knowable,abstract,fulltext,abstract,fulltext,"['web-browser', 'local-retriever']",listed,"click_link and backtrack function-calling tools for page navigation over the synthetic document graph; HippoRAG 2 retriever (dense, with nvidia/NVEmbed-v2 embeddings) for the RAG multi-hop QA setting",fixed-corpus,fulltext,"Given parallel real-world or synthetic knowledge graphs, answer multi-hop questions or navigate linked pages to a target, isolating reasoning from memorized facts.","we design two mirrored tasks as case studies: multi-hop question answering and page navigation, which maintain equal reasoning difficulty across worlds",fulltext,https://api.semanticscholar.org/CorpusId:282401242
286222852,The Synthetic Web: Adversarially-Curated Mini-Internets for Diagnosing Epistemic Weaknesses of Language Agents,2026,3,arXiv.org,in,Synthetic Web Benchmark,environment,simulated-web,single-fact-answer,text-web,,"Accuracy collapses in all six tested frontier models when a single high-plausibility misinformation article is injected into a controllable search rank, despite unlimited access to truthful sources (no single model's number given).",,adaptive,not-determinable,single-verifiable,hard,abstract,fulltext,abstract,abstract,['local-retriever'],listed,"search(query) returning top-10 (title, snippet, domain) tuples via deterministic hybrid BM25 + dense retrieval (LlamaIndex, text-embedding-3-large); read_article(id) returning full article text",simulated-or-sandboxed-web,fulltext,"Given a question over a synthetic web of articles, search and read pages, reconcile conflicting sources, and give one final answer.","an agent receives a question and can search (returning top- k k results) and read articles, ultimately producing an exact final answer",fulltext,https://api.semanticscholar.org/CorpusId:286222852
286239096,τ-Knowledge: Evaluating Conversational Agents over Unstructured Knowledge,2026,25,arXiv.org,relevant,tau-Knowledge (tau-Banking domain),environment,mixed,action-completion,text-web,,"Even frontier models with high reasoning budgets achieve only about 25.5% pass^1, with reliability degrading sharply over repeated trials; no single best model is named.",,adaptive,fully-emergent,single-verifiable,hard,abstract,abstract,abstract,abstract,"['local-retriever', 'code-execution', 'domain-api']",listed,"KB_search tool (dense retrieval with text-embedding-3-large or Qwen3-Embedding-8B, or BM25 sparse retrieval) over a ~700-document knowledge base; a terminal/shell tool for grep/cat/find exploration of the KB as files; discoverable banking-domain tools invoked via call_discoverable_tool; permanent agent tools for database actions",fixed-corpus,fulltext,"Given a banking customer request, search a large policy knowledge base to find the right procedure and tools, then execute account-changing actions correctly.","The agent must help the user achieve goals in multi-turn conversations by retrieving relevant knowledge, reasoning over policies and constraints, and invoking tools that modify an underlying banking database.",fulltext,https://api.semanticscholar.org/CorpusId:286239096
289187058,Iterating Toward Better Search: A Two-Agent Simulation Framework for Evaluating Agentic Search Architectures in E-Commerce,2026,1,arXiv.org,relevant,two-agent buyer-responder e-commerce search simulation framework,environment,tool-APIs-as-sources,dialogue-interaction,text-web,,,,adaptive,partially-emergent,multiple-defensible,not-determinable,abstract,abstract,abstract,abstract,['domain-api'],listed,"eBay's internal e-commerce search API (not publicly accessible), which returns search result pages (SRP) to the responder agent",single-site,fulltext,"Given a simulated shopper's persona and shopping mission, converse with them and query a product search API to help them find items.","An independent buyer agent, configured with personas, missions, and patience levels, is paired with an interchangeable responder that integrates with a real e-commerce search API.",fulltext,https://api.semanticscholar.org/CorpusId:289187058
